timestamp,method,chosen_path,path_a_bytes,path_b_bytes,path_switches
23:01:56,round_robin,A,0,0,0
23:01:58,round_robin,B,13450827.284752237,4482281.744060184,1
23:02:00,round_robin,A,13909599.414888462,4521142.301341463,2
23:02:03,round_robin,B,13283571.2126627,4289606.975910781,3
23:02:05,round_robin,A,14166676.404807711,4564380.982190137,4
23:02:07,round_robin,B,14804510.156748913,4718527.227235002,5
23:02:10,round_robin,A,14691934.486954655,4694016.531493583,6
23:02:12,round_robin,B,14712171.40954065,5122770.660322337,7
23:02:15,round_robin,A,13958117.089345198,4887625.878607662,8
23:02:17,round_robin,B,12869390.70763884,4556947.151870924,9
23:02:19,round_robin,A,13872053.219813375,4747343.357779749,10
23:02:22,round_robin,B,12588034.040626012,4403740.889249673,11
23:02:24,round_robin,A,13430305.14916971,4392570.058708347,12
23:02:26,round_robin,B,13834614.518999446,4450508.116709348,13
23:02:29,round_robin,A,13385665.7415308,4432966.577971522,14
23:02:31,round_robin,B,13631531.528211895,4152742.1138828346,15
23:02:33,round_robin,A,13424427.610318538,4399884.761855169,16
23:02:36,round_robin,B,12717843.88762528,4487904.61799762,17
23:02:38,round_robin,A,13411829.811106678,4726861.169737038,18
23:02:40,round_robin,B,14286274.23398648,4836176.046164984,19
23:02:43,round_robin,A,13424439.189447962,4712071.789754771,20
23:02:45,round_robin,B,13965587.323197234,4373344.614495539,21
23:02:47,round_robin,A,13336365.980571318,4522015.748684576,22
23:02:50,round_robin,B,13799257.829993961,4487962.427782526,23
23:02:52,round_robin,A,13469932.146328634,4420982.6531897485,24
23:02:55,round_robin,B,12821156.217589533,4080635.4582517934,25
23:06:11,least_utilized,A,0,0,0
23:06:14,least_utilized,B,13800566.633844515,4389514.976615736,1
23:06:16,least_utilized,B,12076346.80676018,4217178.783665607,1
23:06:18,least_utilized,B,13538236.97578857,4326228.051901659,1
23:06:21,least_utilized,B,12427822.194130832,4199063.4172256235,1
23:06:23,least_utilized,B,13570377.026536576,4463557.734298163,1
23:06:26,least_utilized,B,12722458.70655102,4368711.953064786,1
23:06:28,least_utilized,B,13501909.672069212,4349704.346463256,1
